MOTIVO CHAMADO,NOME,CPF,SEXO,DATA NASCIMENTO,DATA ADMISSAO,NOME DA MAE,ESTADO CIVIL,PARENTESCO,ESTUDANTE,MATRICULA EMPRESA,CNPJ CLIENTE,CARTAO SUS,EMAIL,CEP,ENDERECO,NUMERO,COMPLEMENTO,BAIRRO,CIDADE,ESTADO,SALARIO,RG,CARGO,TELEFONE,CELULAR,DATA INICIO VIGENCIA,CODIGO PLANO,FIM VIGENCIA,PRAZO ESTAGIO/J APRENDIZ (MESES),C.CUSTO,DEPARTAMENTO,SETOR,TIPO EXTENSAO,INICIO PLANO EXTENSAO,FIM PLANO EXTENSAO,INICIO EXPEDIENTE,FIM EXPEDIENTE,PCD,CPF TITULAR,PLANO EXTENSAO,DESCRICAO,DATA ENTRELACE,CNPJ A TRANSFERIR,DEPENDENTE TITULAR,COD. OPERADORA
Exame Laboratorial,James Johnson,199-37-5863,F,2012-12-03,2021-12-03,Brian Kennedy,Casado(a),Filho(a),Sim,2719843,4542250820274631,1234567890123456,haydenjustin@example.org,72994,81411 Lane Knolls Apt. 784,30727,Apt. 051,Savassi,North Nicholas,MP,3859.2162986310077,561670602,"Runner, broadcasting/film/video",(628)388-2115x673,992-991-8650,2012-07-25,5,2046-07-25,4,CCusto1,Financeiro,Setor A,Tipo1,2005-06-14,2075-03-26,23:35:00,02:58:04,Não,100-51-0760,Plano A,Here member camera cost off answer approach.,2004-07-03,3260966897118560,Não,Operadora2
Exame Laboratorial,Joshua Stanley,284-20-1060,M,1942-10-15,2015-04-21,Martha Morales,Casado(a),Pai,Sim,3196087,8276863714433445,9876543210987654,alowery@example.net,51138,59889 Scott Cape Suite 793,10651,Suite 424,Copacabana,New Ashleyborough,CO,1368.5934515441018,2297544047,Dealer,527-351-4093x9443,(217)999-1402x2851,2010-08-15,9,2058-05-25,3,CCusto1,Vendas,Setor C,Tipo2,2018-05-19,2099-08-31,06:35:05,22:56:00,Não,551-16-8845,Plano B,Guess easy data coach.,2008-05-27,7163621882369075,Não,Operadora2
Exame Laboratorial,Elizabeth Salinas,697-80-5766,F,1991-12-28,2011-12-16,Cheryl Noble,Solteiro(a),Cônjuge,Sim,979924,3852812840294843,9876543210987654,jordanlaura@example.net,79662,7800 Fuentes Plains Suite 636,80431,Suite 317,Moinhos de Vento,Natalieshire,ND,2665.308310402433,8082561175,Air traffic controller,(581)298-5613,922-240-3962x837,2013-12-03,7,2024-10-24,2,CCusto3,Recursos Humanos,Setor B,Tipo2,2001-06-12,2072-05-03,09:30:55,01:32:49,Não,571-80-5561,Plano A,Car great his speech party own.,2018-03-07,5647416143751187,Sim,Operadora1
Odontologia,John Winters,564-87-3229,F,2018-08-30,2001-05-12,Jennifer Lee,Viúvo(a),Filho(a),Sim,8513193,9538963603223061,1234567890123456,peggybrown@example.org,66012,167 Conner Overpass,62528,Apt. 047,Copacabana,Kruegerview,MO,2513.002890294764,9602966565,"Producer, radio",3049155233,+1-430-785-6667x7979,2010-05-08,3,2061-10-17,9,CCusto1,Vendas,Setor C,Tipo3,2006-11-24,2026-11-09,16:54:04,15:58:20,Não,400-11-3682,Plano A,Program receive time begin.,2010-10-10,7510941142655364,Não,Operadora2
Consulta Médica,Elizabeth Diaz MD,686-28-0167,M,1943-08-29,2013-09-30,Donna Strong,Viúvo(a),Filho(a),Não,9726277,5487667111575995,1234567890123456,karenmyers@example.org,77102,33335 Hernandez Walk Suite 069,192,Suite 308,Moinhos de Vento,Emilyhaven,MA,2435.916254922346,5796735886,"Radiographer, therapeutic",860-893-3162x05902,574.309.5793,2013-01-30,1,2058-06-03,1,CCusto3,Financeiro,Setor C,Tipo1,2017-06-27,2063-06-08,15:33:12,20:32:12,Não,303-02-4132,Plano C,Argue discussion hold treat several amount.,2009-04-21,2645371731503128,Sim,Operadora1
Exame Laboratorial,Brad Hill,684-09-8130,M,1970-11-20,2000-02-24,James Hernandez,Viúvo(a),Cônjuge,Não,8304260,5045641370331784,9876543210987654,hdonovan@example.com,34822,268 Anderson Tunnel Apt. 841,349,Suite 781,Moinhos de Vento,Port Whitney,HI,3231.399589221691,4621554851,Tour manager,001-905-889-7718x7686,001-643-675-6330x58907,2016-03-21,10,2084-06-06,12,CCusto2,Vendas,Setor A,Tipo1,2003-01-02,2058-03-23,23:58:35,07:23:44,Não,206-30-4265,Plano B,Mother career tough consider.,2023-09-16,7607323405314256,Sim,Operadora3
Odontologia,Marcus Thompson,421-55-3516,F,1941-06-10,2009-09-10,Terri Hernandez,Viúvo(a),Cônjuge,Sim,5244103,7601619371959993,9876543210987654,darryl44@example.org,88143,612 Harding Well,749,Suite 730,Moinhos de Vento,New Erinville,NH,1510.0249342765312,9207279123,"Administrator, charities/voluntary organisations",7845335044,512.217.0971,2021-02-24,7,2040-12-11,11,CCusto2,Vendas,Setor C,Tipo2,2006-03-04,2097-12-31,16:21:07,19:46:48,Não,890-02-6176,Plano A,Sort but one.,2017-02-08,3663960592639715,Sim,Operadora1
Exame Laboratorial,Stephen Mcpherson,801-15-3625,F,2007-08-18,2002-04-11,Matthew Hernandez,Casado(a),Pai,Sim,2710425,3601665187603228,9876543210987654,andreapayne@example.org,11353,65769 Kevin Via,22405,Suite 716,Savassi,South Heatherberg,SC,2005.612380730889,1053397989,Community education officer,4938627178,(420)500-0194x9023,2018-03-19,6,2084-05-28,7,CCusto2,Vendas,Setor A,Tipo2,2003-08-15,2032-11-18,18:25:31,17:56:20,Sim,256-35-2173,Plano A,Coach who send everyone ground.,2010-04-15,9158215659019561,Sim,Operadora1
Consulta Médica,Dustin Patton,857-21-9325,M,1959-01-12,2001-08-04,Valerie Cruz,Viúvo(a),Cônjuge,Sim,2981351,7026197700528924,1234567890123456,michaelgordon@example.com,48462,114 Craig Curve Suite 109,8561,Apt. 131,Copacabana,West Nicolechester,OK,1438.964326969836,5493704329,Community development worker,420.628.9781x215,286-661-9616x29356,2021-12-10,9,2075-11-07,12,CCusto3,Financeiro,Setor A,Tipo1,2017-01-24,2037-12-16,16:49:27,02:45:43,Sim,322-97-6839,Plano C,Test news same grow political.,2018-07-17,6502232206633279,Sim,Operadora2
Consulta Médica,Mary Smith,349-60-9709,F,1997-12-07,2018-09-02,Barbara Jacobs,Casado(a),Filho(a),Não,914042,9096546115964491,9876543210987654,huntermichele@example.org,92714,869 Melissa Harbor Apt. 343,4549,Suite 534,Centro,Port Adam,WY,2391.1277566065987,4127687963,Patent attorney,583.521.9485x0097,+1-605-327-8582x71873,2020-07-17,10,2035-01-15,6,CCusto3,Recursos Humanos,Setor C,Tipo3,2022-02-22,2078-02-18,12:38:35,21:15:43,Sim,255-39-1067,Plano B,Whom four any big TV us.,2008-05-28,2146279731029615,Sim,Operadora3
Exame Laboratorial,Carrie Chen,795-54-6936,M,2017-08-17,2012-07-17,Samuel Richardson,Casado(a),Mãe,Sim,1043462,5621254185599730,9876543210987654,kennedyelizabeth@example.net,96784,0607 Riley Cliffs,13554,Suite 662,Moinhos de Vento,Keithfurt,AL,2787.5419997753334,3060616216,"Therapist, sports",(938)323-9426,239-567-5091x919,2001-09-23,6,2095-01-01,1,CCusto1,Recursos Humanos,Setor B,Tipo1,2007-10-12,2076-07-23,13:52:42,21:22:20,Não,101-68-9120,Plano B,Eat second my almost.,2013-03-27,5862180825991336,Não,Operadora2
Odontologia,Austin Coleman,824-94-0848,M,1943-02-27,2004-03-30,Erika Bradley,Casado(a),Pai,Sim,1372581,6140383822946802,1234567890123456,kdiaz@example.net,26583,83805 Alyssa Bridge,694,Suite 516,Centro,New Daniel,AZ,1954.5886929180729,5620623107,Podiatrist,470-265-3784x136,001-277-641-3250x806,2011-10-13,7,2085-09-02,9,CCusto1,Recursos Humanos,Setor B,Tipo2,2010-01-30,2048-11-04,12:00:38,01:29:17,Sim,723-29-7172,Plano B,Win consumer difference condition.,2013-04-12,1074025978494853,Não,Operadora2
Odontologia,Ruben Weiss,474-35-8231,M,1943-01-21,2014-12-31,Jeffery Harris,Solteiro(a),Pai,Não,2575008,8812839584526994,1234567890123456,wilsoncody@example.com,01949,82103 William Heights Apt. 054,216,Apt. 862,Centro,Mitchellberg,NC,2658.078035987546,6265229334,Emergency planning/management officer,(294)312-8745,595.706.5376,2002-11-25,8,2063-09-14,4,CCusto1,Financeiro,Setor A,Tipo2,2004-08-13,2029-05-11,12:35:09,22:46:09,Não,232-14-9603,Plano B,Want support argue himself notice I visit.,2014-05-22,7769301497157369,Sim,Operadora3
Consulta Médica,James Mcdaniel,868-26-4177,M,1909-11-17,2014-01-26,Aaron Mcintosh,Solteiro(a),Filho(a),Sim,7709310,3609152929255576,9876543210987654,jaredlong@example.net,84754,466 Kimberly Ranch,082,Apt. 512,Copacabana,Hayneschester,MA,4797.5251641387795,7347630493,"Accountant, chartered",921-310-4526,8904560496,2023-06-12,3,2089-11-10,10,CCusto3,Financeiro,Setor C,Tipo3,2010-07-26,2092-08-13,22:32:34,20:27:45,Não,310-27-3369,Plano C,Top compare page boy case.,2019-12-17,3627635094596486,Não,Operadora3
Consulta Médica,Kevin Diaz,578-61-3409,M,1943-09-24,2011-10-21,Breanna Booker,Casado(a),Pai,Sim,7388414,9125936823393636,1234567890123456,jamesgill@example.com,79571,0343 Marc Wall Apt. 145,561,Suite 231,Copacabana,Pattersonmouth,FL,2359.8499776658646,5216469046,Charity fundraiser,+1-283-586-8893x96056,001-870-640-0847,2001-04-30,8,2058-07-08,5,CCusto2,Recursos Humanos,Setor C,Tipo2,2022-08-24,2072-08-17,07:01:33,08:28:00,Não,837-34-2716,Plano A,Statement discover important successful charge always station.,2003-03-18,3561777127369152,Sim,Operadora3
Consulta Médica,William Sexton,181-46-5952,M,1974-07-09,2003-04-11,Amanda Fuller,Viúvo(a),Pai,Sim,2565450,4158080450554921,9876543210987654,velasquezbrian@example.net,53041,402 Renee Field Suite 101,20778,Suite 869,Savassi,New Karaport,ND,3931.1801608978385,7573727694,"Teacher, special educational needs",(915)418-4912,386.596.1290,2011-03-11,10,2043-10-16,6,CCusto3,Recursos Humanos,Setor C,Tipo3,2014-01-07,2027-03-23,18:41:19,09:51:28,Não,552-67-0176,Plano B,Seven himself board yes nice now.,2010-03-13,5271361592742139,Não,Operadora3
Consulta Médica,Cindy Hall,864-40-4263,F,2018-12-30,2020-11-09,Kenneth Reynolds,Solteiro(a),Filho(a),Sim,9915268,4335286258981204,1234567890123456,dcarr@example.net,61798,34901 Russell Brooks,429,Suite 339,Moinhos de Vento,New Robert,IA,3624.4305428340303,8108843333,"Teacher, English as a foreign language",877.275.0491x288,983-213-2575,2022-02-16,2,2061-01-29,6,CCusto1,Financeiro,Setor A,Tipo3,2006-04-24,2052-04-15,07:02:21,01:09:42,Sim,834-65-9561,Plano A,Hundred join he.,2018-07-07,1102842477460922,Não,Operadora1
Exame Laboratorial,Paul Obrien,638-08-2420,F,2006-03-22,2010-06-06,Jeff Becker,Solteiro(a),Cônjuge,Sim,8145126,474943251517556,9876543210987654,patelrandy@example.org,20346,97267 Crystal Valley,829,Apt. 789,Savassi,West Valeriemouth,PW,1968.9459323492947,1633839883,"Lighting technician, broadcasting/film/video",001-990-281-3388x94739,001-228-904-9678x838,2004-01-17,6,2099-01-25,8,CCusto1,Financeiro,Setor B,Tipo2,2019-07-09,2094-12-20,13:29:58,13:19:04,Sim,670-27-0784,Plano C,Listen our response her.,2001-06-18,6564404514582530,Não,Operadora1
Odontologia,Dylan Rodriguez,452-77-8216,F,2002-01-03,2010-01-29,Jason Owens,Solteiro(a),Cônjuge,Não,8720629,2999211794906666,1234567890123456,jacobwatson@example.com,19263,40750 Hall Port,3948,Apt. 379,Moinhos de Vento,Donnaton,PW,3374.6823066795355,979737442,Production engineer,+1-509-237-0365x00999,(243)388-8480x939,2014-04-06,2,2095-10-01,9,CCusto2,Vendas,Setor B,Tipo3,2019-07-03,2066-02-20,16:52:14,04:14:10,Sim,708-94-3279,Plano C,Person rate need box amount treatment seek.,2009-08-04,4108802197835896,Sim,Operadora1
Consulta Médica,Jill Thomas,519-89-5703,F,1934-08-31,2021-11-01,Connie Cooper,Casado(a),Cônjuge,Sim,6653411,2400596076653481,1234567890123456,shawnrichmond@example.net,62076,0031 Griffith Ports,8337,Apt. 070,Savassi,Rachelberg,TN,4335.691185954724,3925549925,"Psychologist, prison and probation services",+1-307-580-4253x250,597-702-2699,2010-08-16,3,2094-07-09,11,CCusto3,Vendas,Setor C,Tipo1,2003-01-21,2058-01-11,21:45:06,18:50:37,Não,784-95-6366,Plano C,Remember upon method strong figure participant alone.,2019-03-06,5722251241890623,Sim,Operadora3
Odontologia,Jennifer Baker,531-88-2675,M,2007-01-16,2001-01-14,Sarah Gordon,Solteiro(a),Filho(a),Sim,1436310,546150488860031,9876543210987654,ysmith@example.net,46550,7515 Brian Fields Apt. 627,58313,Suite 767,Copacabana,Janiceshire,NV,2631.2906964554513,9000498046,"Education officer, environmental",715.202.2095x26004,001-838-841-0381x6941,2011-06-08,4,2065-06-08,7,CCusto1,Recursos Humanos,Setor C,Tipo1,2023-09-09,2061-12-31,15:50:09,01:13:23,Não,284-29-3826,Plano B,Stuff per development and interview.,2003-08-08,5677204192993566,Não,Operadora3
Consulta Médica,James Macias,687-81-6837,M,1972-05-22,2020-10-28,Andrea Wright,Viúvo(a),Pai,Não,4739782,3343493163357295,9876543210987654,moorepatrick@example.net,89461,5576 Daniel Squares Suite 001,44100,Suite 107,Copacabana,Michaelshire,MA,4445.377304295922,2848802288,Bookseller,782-242-3808x874,(603)621-8361,2014-05-15,8,2027-11-04,11,CCusto3,Recursos Humanos,Setor A,Tipo1,2016-07-25,2067-06-17,12:09:34,11:26:35,Não,785-65-5601,Plano A,Away back scientist hear herself should within.,2019-12-17,1531738195212850,Não,Operadora3
Exame Laboratorial,Kaitlyn Ruiz,076-76-7926,M,1967-06-28,2009-02-16,Bryan Mccarthy,Viúvo(a),Mãe,Não,6700558,6336984249511683,1234567890123456,novakamy@example.net,35949,996 Price Pines Suite 102,1311,Apt. 295,Moinhos de Vento,Cassandraside,AR,2223.241629493231,3040576429,IT sales professional,001-900-708-3994x8433,001-398-770-0988x3254,2022-08-20,3,2068-02-15,5,CCusto2,Recursos Humanos,Setor B,Tipo2,2020-02-22,2026-09-19,22:37:28,17:38:40,Não,208-19-5480,Plano B,Ten maybe white detail after short.,2020-12-29,473621602376762,Não,Operadora3
Exame Laboratorial,Eric Brown,590-06-2959,F,1963-12-05,2014-10-23,Karen Thomas,Solteiro(a),Mãe,Não,4478307,7796579525030843,9876543210987654,lisaduke@example.org,04424,47941 David Crest,908,Suite 189,Centro,Phillipstown,GU,4147.603765525463,7628575508,Pension scheme manager,462.404.5940x40752,(315)710-8185x829,2013-07-17,10,2098-06-19,7,CCusto1,Recursos Humanos,Setor B,Tipo1,2022-12-20,2079-07-25,02:07:48,21:15:50,Sim,257-13-2567,Plano A,Alone then recent door society.,2012-02-26,6535029079363838,Não,Operadora1
Exame Laboratorial,Robert Bartlett,366-64-1369,F,2020-09-11,2022-11-08,Jason Campbell,Solteiro(a),Cônjuge,Sim,1708741,4966585646447853,1234567890123456,spencertimothy@example.org,86725,2243 Jason Road Suite 166,5426,Apt. 686,Moinhos de Vento,North Jayberg,MS,2868.453574982442,3828183098,Commissioning editor,777.862.6721,001-645-889-2844x5600,2013-11-19,8,2099-04-05,10,CCusto1,Financeiro,Setor B,Tipo1,2021-12-31,2049-05-28,17:42:42,12:47:59,Sim,232-40-7740,Plano B,Feeling successful message ok machine blood example.,2016-08-16,5522318067207526,Não,Operadora3
Exame Laboratorial,Michele Ortiz,108-98-2139,M,2016-05-17,2005-01-08,Emily Kelly,Solteiro(a),Pai,Sim,3964759,3183234370563022,9876543210987654,adiaz@example.net,41915,662 Mcintosh Stravenue Suite 485,22609,Suite 473,Copacabana,East Heather,TX,3124.813306502444,7535544280,Retail manager,(655)967-1124x286,781.400.3396,2015-07-01,3,2086-05-11,8,CCusto1,Vendas,Setor C,Tipo3,2003-04-18,2069-10-17,02:55:10,04:52:40,Sim,020-08-6215,Plano C,Get data animal mouth.,2019-11-06,207120471772731,Não,Operadora3
Consulta Médica,Melissa Robinson,862-04-3155,F,1955-07-19,2014-07-16,Joseph Perez,Viúvo(a),Pai,Não,5455936,1069988559150781,9876543210987654,eblair@example.net,24187,1897 Nolan Rest Suite 453,3645,Apt. 127,Savassi,Petersenshire,MN,1886.1043091143674,4259362809,"Psychologist, occupational",+1-598-594-3743x49093,904.934.8079x71268,2020-06-27,1,2069-09-01,12,CCusto1,Recursos Humanos,Setor A,Tipo2,2011-03-28,2078-11-16,10:22:00,18:00:32,Sim,685-74-0699,Plano B,Skin sing far any born will another.,2018-06-25,8831748531540275,Não,Operadora1
Odontologia,David Robbins,500-93-0124,F,1909-03-16,2019-03-02,William Rose,Casado(a),Pai,Não,852560,6114169849964453,9876543210987654,taylorpark@example.org,82357,4504 Walton Ranch,774,Suite 507,Savassi,Grossview,DE,4766.1495888722675,971357950,Clinical embryologist,(891)537-3236,409-854-7472x0739,2020-01-19,1,2093-10-28,5,CCusto3,Financeiro,Setor A,Tipo1,2000-08-27,2031-07-31,22:02:10,22:08:27,Sim,150-77-5616,Plano B,Evidence respond huge outside.,2016-12-14,7289768197598793,Sim,Operadora3
Odontologia,Jeffery Mcdonald,769-14-7686,M,1977-06-06,2008-06-23,Kimberly Clarke,Casado(a),Filho(a),Não,1475372,2315577727086498,9876543210987654,alam@example.com,44559,1657 Garcia Plains Apt. 079,680,Apt. 639,Savassi,Robertport,DE,1572.1826545686697,7896542994,Actuary,8767687421,001-757-452-0456x14637,2021-10-23,5,2075-06-30,6,CCusto2,Financeiro,Setor C,Tipo3,2010-12-27,2083-12-12,07:14:40,15:44:26,Sim,374-45-5688,Plano C,Share program continue.,2019-04-08,3343011900705362,Sim,Operadora3
Exame Laboratorial,Lori Hicks,843-35-4470,F,1961-10-23,2017-11-06,Julia Miles,Casado(a),Pai,Sim,2597470,8710754882022768,9876543210987654,alyssaguzman@example.com,23687,792 Shaw Rapid Apt. 050,35941,Apt. 267,Moinhos de Vento,Lorettaside,CO,2862.3414271385327,8140860834,Geographical information systems officer,(769)459-8487,001-719-278-0951x375,2006-02-10,2,2052-10-12,12,CCusto3,Financeiro,Setor C,Tipo2,2008-11-05,2070-12-18,04:31:56,12:37:41,Não,729-34-9860,Plano A,Us name radio building.,2009-09-30,2887815447181872,Sim,Operadora2
Odontologia,Ashley Mckenzie,626-27-4236,M,1927-03-03,2011-09-28,Cynthia Conley,Viúvo(a),Pai,Sim,5966627,8156303062137148,1234567890123456,steven65@example.net,33783,249 Jason Estate,64404,Apt. 098,Savassi,Robinsonburgh,WA,2131.5012928586907,4129555252,"Editor, commissioning",+1-735-909-6367x3929,3938798305,2015-05-21,7,2081-05-11,11,CCusto1,Recursos Humanos,Setor C,Tipo1,2009-10-01,2072-01-04,02:45:05,15:48:06,Sim,242-37-1883,Plano C,Network better amount action cultural capital.,2020-01-24,8277795495006015,Não,Operadora1
Exame Laboratorial,Diana Williams,168-56-3049,M,1918-08-31,2018-02-08,Sarah Phillips,Viúvo(a),Pai,Sim,8090224,4051560761672609,9876543210987654,gouldjustin@example.org,69606,7811 Jason Drive Suite 955,834,Apt. 617,Savassi,West Benjamin,MA,1299.8377740154572,7436948439,"Therapist, occupational",(424)898-2923x43815,501-270-3214x5963,2014-03-08,4,2024-09-29,2,CCusto3,Recursos Humanos,Setor A,Tipo3,2010-04-27,2073-07-25,11:40:39,22:38:38,Sim,745-83-8868,Plano C,Eat join admit store have including piece.,2016-10-23,2252818940930344,Não,Operadora1
Odontologia,Michelle Davenport,296-80-1843,M,1914-03-13,2016-08-07,Kristina Lee,Viúvo(a),Pai,Não,1921371,3171065764378253,1234567890123456,kathy55@example.org,79082,32997 Jarvis Roads,9803,Suite 891,Copacabana,Ashleychester,MS,3087.6778994618553,6863589699,Illustrator,+1-908-867-3166,+1-974-544-9247,2022-02-03,7,2089-11-30,11,CCusto2,Recursos Humanos,Setor C,Tipo3,2018-11-22,2074-02-09,21:58:05,02:47:56,Não,459-91-5406,Plano B,Teacher difficult she interesting record.,2021-11-01,5728506986122442,Sim,Operadora2
Exame Laboratorial,Stacey Pham,401-60-4238,M,1944-04-30,2009-10-05,Wendy Woodward,Viúvo(a),Mãe,Sim,4825455,8062187264138392,1234567890123456,cwalker@example.org,85515,398 Livingston Extension,85601,Suite 668,Copacabana,Johnsonville,TN,2021.0303717792613,3574508351,Theme park manager,(413)532-3717x04094,(617)719-8219x747,2023-03-01,6,2063-05-25,11,CCusto2,Recursos Humanos,Setor C,Tipo2,2012-10-08,2058-08-25,13:43:36,02:26:52,Sim,271-32-9361,Plano A,General area choose poor hotel.,2009-12-21,4584948429844421,Não,Operadora2
Exame Laboratorial,Jaime Anderson,708-05-0420,F,1972-12-22,2013-01-02,Victoria Little,Casado(a),Mãe,Não,4777970,2231387034072105,1234567890123456,smithkyle@example.org,49886,47603 Adams Corners Suite 471,834,Suite 677,Centro,Port Georgeshire,MD,2761.167889163283,4654365631,Physiotherapist,273.726.5044x277,750-273-9918,2013-04-15,3,2095-11-29,8,CCusto1,Financeiro,Setor B,Tipo1,2021-12-10,2065-01-05,10:41:54,01:41:18,Sim,322-45-9886,Plano B,Loss production represent positive exist house talk.,2002-02-13,4906528274800949,Não,Operadora1
Consulta Médica,Brooke Marshall,022-16-2528,F,1930-03-07,2005-02-07,Audrey King,Viúvo(a),Mãe,Não,1828770,8878403282082813,9876543210987654,amyparker@example.net,31212,0954 Rodgers Track Suite 541,534,Suite 384,Moinhos de Vento,Susanhaven,SD,4512.1073908257695,9599141396,"Psychologist, occupational",001-352-801-5728x15047,863.428.4972x460,2012-08-26,8,2089-03-12,5,CCusto1,Recursos Humanos,Setor A,Tipo3,2012-08-25,2044-05-31,01:43:48,06:20:59,Não,682-09-2551,Plano A,Few sure nature range sign.,2011-02-06,9915349072665255,Não,Operadora3
Consulta Médica,David Green,834-49-8496,M,2003-05-12,2009-10-16,Tiffany Morrison,Solteiro(a),Cônjuge,Sim,5823576,4299989922319970,9876543210987654,williamsmith@example.net,55419,345 Joshua Junction,82745,Apt. 428,Copacabana,West Adam,GA,2414.036606410013,246114073,"Therapist, sports",+1-220-957-2968x287,684.894.9327x59681,2012-11-27,2,2095-09-10,9,CCusto2,Vendas,Setor C,Tipo2,2007-09-12,2062-05-08,06:01:30,17:48:11,Não,175-35-7350,Plano A,Pay trouble foot party sister operation field build.,2016-03-06,718590047322144,Não,Operadora3
Consulta Médica,Michelle Baker,872-94-4215,F,1999-12-31,2021-11-07,Peter Miller,Viúvo(a),Filho(a),Sim,9298432,2172292145683147,1234567890123456,zrice@example.org,22444,49845 Dean Forges,673,Apt. 771,Copacabana,Justinberg,NJ,4613.008777175196,2168146431,"Buyer, industrial",697-399-0143x94665,821-874-9370x2006,2017-05-13,2,2079-12-02,2,CCusto2,Financeiro,Setor A,Tipo3,2023-03-29,2046-07-01,07:13:18,13:58:04,Sim,880-68-1045,Plano B,Never voice buy you third.,2020-05-17,7893959143731003,Não,Operadora2
Odontologia,Donald Cooper,421-96-6108,M,1949-03-12,2015-01-02,Erica Jacobs,Solteiro(a),Pai,Não,3182435,5845942355358184,9876543210987654,kylenunez@example.net,87951,628 Underwood Springs Suite 131,529,Suite 581,Savassi,South Brittany,VT,4514.673056877531,1366443374,Television floor manager,001-405-596-9855x95323,+1-487-982-7046x5398,2018-02-11,1,2076-10-18,9,CCusto3,Vendas,Setor A,Tipo3,2002-09-21,2094-10-06,21:25:40,22:23:31,Não,346-53-5800,Plano C,Determine range hundred how law political.,2003-09-02,8215917025965399,Não,Operadora2
Exame Laboratorial,Richard Stephenson,545-79-6743,F,1928-03-20,2022-04-19,Sara Parks,Casado(a),Cônjuge,Sim,5680904,3064515710261701,9876543210987654,steven74@example.net,69601,4025 Ross Parks Apt. 956,71006,Suite 901,Savassi,West Robertton,VI,2077.004552136268,5070821550,Operations geologist,(964)828-7921,(896)276-7321x86584,2016-07-02,9,2033-03-27,4,CCusto1,Recursos Humanos,Setor B,Tipo3,2023-04-02,2092-07-16,11:03:56,21:12:41,Não,638-83-5807,Plano B,Rich save until standard.,2021-12-05,4238883928053114,Sim,Operadora2
