Operadora,Código do Cliente,Razão Social do Cliente,Código do Associado,Nome do Associado,Tipo de Associado,Sexo,Data de Nascimento,Grupo Tipo de Atendimento,Valor,Data do Atendimento,Competência,CGC do Prestador Local,Nome do Prestador Local,Especialidade - Descrição,Prestador Local Próprio,Cidade do Prestador Local,Estado do Prestador Local,Código do Procedimento,Nome do Procedimento,Código do CID,Qtd Procedimentos,Cód do Grupo de Contrato,Plano - Código,Plano - Descrição,GUIA,Especialidade - Codigo,Classe de procedimento,Grupo Familiar,CPF Titular,Carteirinha Titular,Nome Titular
D,5338,Mitchell Inc,75776,Michael Ortiz,follow,F,1985-04-16,left,51639.68464183177,2011-07-25,September 1970,17566260,Myers-Lee,field,Não,South Jonathan,NE,788,black,C02,5,10,641,write,39849,4401,C,Sim,087-71-5334,380035,David Brown
D,4698,"Martin, Lin and Ware",29627,Jeremy Lambert,matter,F,1958-03-15,order,1724.2312750934686,2018-01-28,June 2009,32161799,Ball and Sons,current,Não,Chavezbury,NE,344,training,C02,3,10,163,sense,86935,5289,B,Não,886-47-3181,570234,George Morgan
C,6584,Baker-Jimenez,32547,Anthony Navarro,investment,F,1969-08-27,cold,88863.23215675478,2020-08-18,March 1978,98811865,Cooper-Boyer,bar,Sim,Carpenterland,FL,749,nice,A00,1,3,493,condition,88321,5846,C,Sim,549-34-2488,770674,Kelly Byrd
A,7676,Ross Inc,53657,Jessica Duncan,also,F,1968-05-06,particular,70310.08967226448,2012-08-25,December 2004,72305343,Anderson and Sons,along,Sim,Robinsonton,PW,372,government,C02,1,10,307,hear,90479,1191,B,Não,128-08-4781,342105,Haley Reid
C,7936,"Mora, Martinez and Fitzpatrick",88866,Martha Robinson,myself,F,1972-01-11,account,72952.72421905228,2015-02-01,September 2003,93806786,Love Group,what,Não,Richardsonland,KY,719,event,B01,1,10,495,maintain,13389,9279,C,Sim,636-43-0086,493971,Sean Martinez
A,7003,Lucero-Sullivan,79724,William Harris,knowledge,F,1954-09-22,few,15946.094061366854,2012-11-07,December 1975,63381268,Baker LLC,trial,Não,Dalechester,KS,775,reduce,D03,1,5,337,analysis,31785,9951,C,Não,156-71-9721,888592,Katherine Estrada
D,2637,Wolfe PLC,45524,Diane Davis,democratic,M,1953-09-27,successful,63529.32491288176,2011-12-25,August 2004,69936844,Roberts Ltd,interesting,Sim,Russellmouth,OR,713,serious,D03,3,5,815,set,78807,8559,B,Sim,415-97-5212,676687,Nathan Dorsey
D,4345,"Salinas, Clark and Nelson",95377,Mrs. Cindy Singleton,break,F,2000-08-01,western,9849.515468618916,2000-05-10,August 1990,10850816,Cooper-Jones,fill,Sim,New Brianland,NY,470,you,D03,1,1,891,than,69750,7644,B,Sim,648-26-3387,743264,Ruben Bishop
B,1484,Krueger PLC,34449,Patricia Church MD,capital,F,1985-07-04,hot,68587.15234874326,2020-06-12,November 1974,90754949,Brock and Sons,generation,Não,Port Ana,NJ,399,sport,A00,5,2,541,soldier,51684,3360,C,Sim,328-61-6157,641446,Bryan Cobb
A,5091,Bennett Ltd,66883,Andrew Cook,analysis,F,1956-06-21,international,88702.60888751043,2005-04-02,January 2010,10673198,"Moore, Ware and Webb",huge,Não,West Jenniferchester,AR,628,west,B01,2,10,434,leave,64601,2516,A,Não,358-34-0126,107869,Robert Ruiz
C,1215,Berry and Sons,73947,Judy Williams,box,M,1990-05-06,radio,56452.530341213045,2011-11-06,June 2013,97844437,"Bright, Olson and George",offer,Sim,Buckleyside,VA,199,take,C02,3,2,157,sea,45977,4310,A,Não,048-73-4732,865036,David Shields
B,2320,Dickson PLC,16267,Marcus Haney,not,M,1947-11-22,part,42191.52662946877,2004-08-07,January 1990,59973754,Garcia Inc,design,Não,Lawsonhaven,HI,512,husband,C02,5,8,410,standard,37628,3124,C,Sim,831-44-0110,814148,Shelby Robinson
A,2612,"Bender, Solomon and Taylor",64356,Alexander Evans,buy,M,1999-04-14,hand,75029.4407304063,2014-11-20,June 2019,17499113,Taylor-Jones,month,Sim,Meltonville,MO,517,whom,B01,5,8,170,wish,85199,2648,B,Não,424-66-9372,900130,Christopher Cox
D,3428,"Lee, Valencia and Marquez",54131,Benjamin Acevedo,everything,M,1976-04-12,citizen,80556.38679189749,2003-01-20,January 1975,70984802,"Richardson, Carson and Morgan",start,Sim,East Neilfurt,SC,862,newspaper,C02,1,5,193,on,47797,6172,B,Não,195-03-9821,163641,Jeffrey Armstrong
C,9592,Black-Kelly,36775,Dylan Adams,source,F,1959-12-08,environment,34726.818114544716,2011-11-22,January 2002,80519398,"Hill, Campbell and Bennett",pay,Não,South Karenview,CA,828,someone,A00,5,1,681,dark,34602,6930,C,Não,774-25-5216,186944,Michael Carter
A,2971,Tucker-Williams,56179,Kathleen Anderson,call,F,1960-01-14,hot,37119.60350530634,2008-02-20,March 2017,19441996,Smith Group,worker,Não,Sheltonberg,MP,143,her,C02,4,4,204,available,17398,8895,C,Não,334-73-2552,222033,Candice Medina
C,4974,"Francis, Wilson and Little",49790,Dave White,more,M,1993-11-15,reduce,52732.149442358204,2022-01-28,January 2006,84559129,Hopkins-Mckenzie,authority,Não,Alexismouth,ID,402,whose,C02,2,1,323,station,70653,5783,C,Sim,081-02-7663,543288,Deborah Singleton
A,9431,Hayes-Mcmahon,57416,Dawn David,civil,M,1971-02-27,simply,79848.01995195035,2020-06-02,March 1994,83629629,"Martin, Phillips and Bryant",form,Não,Debrachester,OH,950,country,B01,4,5,826,board,97481,1182,A,Sim,428-86-8739,875074,Jacob Gonzales
B,3425,Liu-Luna,67437,Alexander Harris,hard,M,1994-05-19,page,88201.05110993389,2009-12-21,June 1998,72536575,"Bond, Romero and Blankenship",race,Sim,Smithstad,OH,737,different,A00,5,6,485,want,74266,4631,B,Não,887-87-6065,247631,Lisa Lee
C,9198,Hudson Ltd,18022,Dave Mendez,feeling,F,1948-05-24,different,29262.5490709979,2005-06-04,June 2001,48865945,King-Lynch,word,Não,Brewertown,AR,845,cold,A00,2,4,769,picture,53689,2389,A,Sim,690-44-3234,862859,David Gilbert
B,7036,Robinson-Hayden,16124,Alexis Hill,or,M,2004-10-31,and,87089.93052178445,2006-02-02,September 1971,22019812,Long Ltd,easy,Não,Port Lisaborough,FL,223,watch,B01,3,2,284,simply,83516,8853,A,Não,764-45-9679,487049,Kathleen Hurst
D,7845,"Sutton, Anderson and Hunter",92194,Dana Bennett,fight,M,1960-07-05,save,22365.563794821715,2006-12-04,March 1971,28476625,"Gilbert, Brooks and Walker",inside,Sim,Hectormouth,NJ,136,once,C02,5,6,242,five,24877,5896,B,Sim,532-13-8047,862455,Joshua Brewer
C,2607,"Novak, Booth and Johnson",93358,Crystal Davenport,true,F,1986-10-28,join,24913.458589071466,2020-11-06,June 2011,57670376,Bird-Williams,skin,Sim,Jamesstad,CT,886,successful,A00,4,10,102,person,53733,5129,C,Sim,133-26-4062,258703,Carmen White
D,2587,Blanchard-Thompson,32318,Melinda Poole,find,F,1974-01-16,research,87212.67371708128,2004-05-29,December 1994,56703096,Stephens PLC,spend,Sim,Markstad,GA,730,method,C02,3,5,915,matter,19121,8064,B,Sim,159-10-9275,362728,Andrew Williams
B,5828,"Holloway, Torres and Green",60136,Rodney Bates,shake,M,1961-09-04,eye,62454.33929933246,2009-10-18,February 2021,38600271,Scott-Howard,room,Não,Marshland,AS,920,realize,D03,5,4,339,capital,80451,4849,C,Sim,477-69-5603,838598,Shaun Alvarado
A,8275,"Wallace, Foster and Trujillo",78539,Sandy Simon,father,M,1948-03-07,special,77780.45376079163,2013-10-28,November 1998,85236675,Simmons PLC,clear,Não,South Samuel,VT,585,standard,D03,4,8,879,require,55012,3028,A,Não,472-32-7010,769414,Brandon Jackson
C,7174,Jones-Larsen,20990,Chelsea Booth,example,F,1950-02-28,catch,61486.07443055334,2008-04-24,August 2023,96192125,Oliver-Huff,total,Sim,West Tommy,KS,910,parent,C02,5,9,917,ever,91542,4620,A,Sim,676-13-1131,658719,Joseph Lamb
A,6086,"Hopkins, Bradford and Johnson",62127,Danielle Walker PhD,yes,M,1981-04-24,almost,74410.01227837699,2011-05-30,August 1983,36588997,Thomas LLC,education,Não,Zamorashire,NV,412,as,D03,4,4,562,force,29141,9978,B,Não,233-28-7824,723991,Jacob Ware
B,7349,"Smith, Smith and Burns",11824,Maria Lin,floor,M,1967-05-30,poor,65045.46569550712,2018-03-19,August 1985,25287154,Weber-Kemp,shake,Sim,Port Stephaniemouth,TX,404,off,B01,2,1,372,network,18006,8192,C,Sim,171-29-8502,175023,John Rodriguez
D,9909,Potter-Alexander,43263,Corey Pennington,half,M,1968-04-23,growth,87715.95895239266,2003-02-12,August 2006,43136308,"Swanson, Evans and Dodson",small,Não,North Thomas,TN,281,film,D03,5,6,487,race,22285,9811,B,Sim,641-95-1604,675064,Thomas Ortega
C,3854,Pena LLC,20715,Erika Roman,campaign,M,1984-05-30,still,25412.78494831691,2016-04-02,May 2016,28686525,Brown-Rivera,thousand,Não,South Erik,WA,544,subject,B01,3,10,804,apply,17518,3866,B,Sim,337-78-6029,248727,William Montgomery
C,4773,Hammond-Vasquez,77310,Christopher Carroll,scene,F,1997-10-22,article,32058.0010822811,2011-05-18,February 2004,54774008,Avila-King,name,Sim,South Rodneystad,HI,663,off,A00,5,2,730,light,12874,7360,C,Sim,171-08-1097,537800,Michael Pearson
A,3310,"Green, Poole and Mathis",88616,Vicki Perez,break,M,1974-12-29,never,85345.60260007264,2007-12-27,September 2019,82436832,"Odonnell, Brown and Ross",blood,Não,Port Renee,AR,493,film,B01,2,10,623,leg,62252,4705,C,Sim,732-48-2553,490929,Cheryl Cain
D,3957,"Banks, Patterson and Moore",75289,Thomas Hayes,level,M,1959-08-24,policy,34968.94608092094,2016-10-24,October 1993,18349693,Miller-Miller,marriage,Sim,Johnshire,WI,351,enjoy,D03,5,10,211,if,69982,9018,A,Sim,433-63-6815,941577,Sophia Roberts
D,4205,Jackson-Phillips,50839,Jill Stuart,build,M,1977-07-20,ten,13876.283233359862,2017-06-18,January 1972,43590491,Carson-Roberts,less,Sim,East Rebeccamouth,MI,695,amount,A00,5,2,557,bank,94583,1775,C,Sim,827-26-5464,239919,Sheila Castro
B,9501,"David, Rivera and Foster",35905,Joe Martinez,magazine,F,1999-03-07,meet,73338.5824933019,2016-05-27,August 2014,32699188,Ramirez-Cox,road,Sim,Port Carolynview,PW,133,no,A00,2,7,686,think,52121,4182,C,Sim,419-74-7123,113589,Krista Jennings
C,3757,Tran-Phillips,17733,Teresa Gonzalez,behavior,F,1985-12-01,company,73693.15242314005,2008-01-18,July 1996,53352972,"Kelly, Hall and Lozano",certainly,Não,Jarviston,CA,493,type,A00,4,8,147,employee,18579,7354,A,Sim,766-72-9025,954441,Jenna Callahan
D,8210,Barnes-Johnston,82047,Theresa Hart,several,F,1961-07-28,yet,30670.434320660974,2016-12-20,June 1999,12077875,"Gentry, Campbell and Benjamin",account,Sim,Port Kathrynburgh,ND,772,huge,C02,5,8,832,worry,51452,8732,B,Não,211-90-5326,139955,Richard Schmidt DDS
A,2828,Atkinson PLC,70805,Joshua Bradley,soon,F,1997-08-08,song,88156.73378619572,2017-07-24,January 1982,19045524,Strickland and Sons,nothing,Sim,Christopherstad,AR,505,continue,A00,3,4,188,probably,31300,7948,B,Não,464-78-9554,415092,Miss Dawn Buchanan
B,6929,Jennings-Ramirez,39633,Thomas Williams,rest,M,1971-04-13,fear,29826.08766945302,2000-06-21,November 1973,50359404,"Williamson, Shaw and Chavez",then,Sim,Diaztown,AK,599,enter,B01,3,7,181,wife,96782,5618,C,Não,737-31-5442,305226,Chelsey Gonzalez
D,5019,Mason-Russell,94400,Alejandra Pennington,small,M,1983-08-24,this,94916.07772924135,2018-11-21,October 1998,36145632,Williams and Sons,loss,Não,Padillaton,OH,391,ever,A00,2,4,120,long,77246,6767,B,Não,497-08-5620,472224,Matthew Patterson
C,2483,Henry-Mendoza,97074,Sarah Aguirre,design,M,1963-09-08,message,39500.185258525555,2021-08-17,August 2018,71470104,"Morgan, Thompson and Ramsey",treat,Sim,Wolfburgh,IL,976,draw,A00,2,5,988,court,25255,7709,B,Não,728-15-1658,454590,Richard Austin
A,5103,Pierce-Woodard,91987,Meghan Ellis,house,F,1972-12-25,difference,10241.062565046228,2007-12-16,April 1997,18506019,Vincent PLC,process,Não,Jerryborough,GU,784,agent,D03,5,7,969,stock,17701,2094,C,Não,267-48-9046,662937,Julie White
B,8980,Smith LLC,22571,Carrie Long,Congress,M,1985-10-02,participant,40788.61191671498,2002-09-09,March 2022,54057836,Harvey-Rodriguez,direction,Sim,Kaylaton,VI,453,wish,D03,1,9,649,old,10057,9358,A,Sim,074-24-0032,479367,Isaac Jackson
B,5141,Johnson-Baker,13000,Travis Conner,religious,F,1989-07-25,pull,96498.53985790623,2011-08-30,January 1989,46080098,"Ross, Miller and Robinson",imagine,Sim,South Kimberlyshire,MI,611,region,C02,2,5,838,down,62303,5955,A,Sim,395-12-9424,532077,Gabriella Martinez
C,6307,Schmidt-Newman,52818,Anthony Wheeler,still,M,1991-11-16,strategy,9257.80043571681,2022-02-16,August 1998,43268286,Delacruz LLC,local,Não,Port David,PR,605,American,A00,5,10,183,seek,37483,1104,A,Não,729-58-0333,927064,Jay Miller
B,6474,Mills-Garcia,55567,David Francis,mother,M,1981-01-06,seven,48354.24353559428,2016-11-08,July 2007,98575533,Moore-Walker,occur,Sim,Mcdonaldburgh,CT,321,food,A00,1,9,458,development,78252,4039,A,Sim,498-94-8156,227426,Jean Chapman
B,5937,Rivers Inc,32390,Whitney Ballard,here,M,1969-03-02,why,72796.80950188117,2018-08-11,February 1983,22025875,Jones-Carpenter,Congress,Sim,Noahbury,WY,205,once,B01,2,3,853,wonder,39737,6701,A,Não,240-95-9621,709661,Louis Schmidt
D,6404,Alexander Ltd,46795,Laura Smith,its,F,1957-07-08,military,6449.699395207192,2011-06-15,March 2018,24132711,"Martin, Anderson and Santiago",watch,Sim,Benjamintown,AS,433,wind,A00,5,10,742,million,44390,2337,B,Sim,463-87-7950,149937,Joyce Rivera
A,7018,Byrd Group,56168,Devin Mcclain,majority,F,2005-09-28,building,48383.131747105035,2020-05-14,January 1981,25005847,"Davila, Johnson and Guerrero",everyone,Sim,Lake Curtisfort,SC,478,rich,B01,3,2,201,foreign,44502,4133,C,Sim,183-14-4003,776800,Ms. Ashley Sullivan
A,4038,Burns Ltd,20432,Christopher Fox,new,M,1995-11-02,role,98432.85086759018,2012-12-12,January 1992,80909348,Aguilar-Rosales,medical,Não,Kathleenshire,GU,171,moment,C02,3,2,972,course,68544,2549,C,Não,649-24-4143,438662,Melanie Pace
A,5358,"Hays, Brennan and Weaver",94011,Jeremy Walker,group,F,1957-11-16,fine,2814.181755973857,2019-10-24,November 1979,89697318,"Bowen, Thompson and Yoder",radio,Não,Williamsonton,FM,354,cause,C02,4,5,400,stage,24918,1642,A,Sim,693-48-0016,920641,Gregory Foster
A,9162,"Bass, Davis and Graham",28089,Adam Wong,still,F,1984-10-14,first,80247.61513999457,2019-10-01,October 2009,21643697,Olson LLC,threat,Não,Jeanetteton,MS,154,prepare,A00,2,5,777,whom,15482,1331,B,Sim,158-92-0266,669587,Jennifer Mcintosh
D,2355,Good-Taylor,77949,Mario Choi,force,F,2000-09-16,debate,34511.93079852175,2023-07-16,December 2009,59343697,Clark Inc,say,Sim,Knighttown,MA,207,say,A00,5,1,488,process,49280,9603,C,Não,398-74-9201,301953,Jessica Hogan
D,5742,Schmitt-Rodriguez,11283,Peter Martin,lose,F,1962-06-24,music,73865.64109179,2009-08-14,May 2005,35949571,Christensen-Patton,trial,Sim,Lake Jacobside,MT,129,future,C02,5,9,910,either,39132,6840,B,Sim,702-51-7119,386084,Gina Torres
A,4247,Morgan-Howard,54536,Wayne Newton,it,F,1973-07-30,area,89633.3580678738,2004-09-06,September 1991,96817429,"Young, Foster and Garcia",develop,Sim,Laurenberg,DC,372,top,B01,2,7,625,sister,61738,2217,B,Não,671-37-8817,833566,Peter Wood
A,8558,Porter PLC,35676,Sharon Gardner,firm,F,1956-08-22,right,34965.74344643451,2013-05-07,August 2007,24005689,Obrien PLC,store,Sim,East Cindyburgh,DE,682,expert,A00,1,3,337,me,75511,9577,A,Não,578-01-6441,498514,Susan Delgado
D,8520,Garcia and Sons,89181,Patricia Haney,research,F,1991-10-29,box,42169.19659049489,2010-05-18,August 2020,39335043,Thompson-Marshall,word,Sim,Steeletown,OH,292,through,C02,4,4,431,prevent,20585,6078,C,Não,609-66-3869,771621,Valerie Howard
B,2405,Moore Ltd,30955,Caleb Reyes,try,F,1966-05-24,Mrs,31148.01584336961,2001-12-13,October 2020,30730751,Ray-Garza,cause,Sim,Johntown,MS,387,mission,B01,2,4,687,particularly,48691,4083,B,Não,046-31-8730,135566,Tamara Frey
D,6837,"Villarreal, Robinson and Herman",82920,William Bush,spring,F,1964-10-16,least,82778.76340841256,2004-10-26,September 2009,58870002,"Reeves, Brown and Kemp",interesting,Sim,Warrenburgh,ME,433,daughter,D03,2,10,850,attention,62849,7569,B,Sim,066-67-1442,198946,Wendy Perez
B,1966,Whitney-Haney,30492,Jessica Morrison,you,M,1988-05-28,usually,80704.8415395874,2014-08-19,April 1982,52067187,"Buckley, Carter and Kidd",record,Não,Michaeltown,DC,285,catch,B01,3,8,555,item,27204,5781,A,Não,426-24-1719,155244,Nathan Baker
C,5901,"Mcguire, Coleman and Moran",20504,Brandon Reese,garden,F,1947-12-11,then,67905.54758629286,2022-04-22,July 1989,65614402,"Esparza, Martinez and Miranda",beyond,Sim,Lake Christinastad,IN,683,offer,B01,4,9,293,treat,52275,1077,B,Não,799-54-7062,114046,Joshua Cabrera
D,7574,Brock-Ward,69821,Jordan Palmer,middle,F,1954-10-18,city,39564.36713392761,2014-06-27,June 1979,95395281,Malone Group,also,Não,Morrisbury,ID,972,wall,B01,4,2,995,weight,30235,8291,B,Sim,678-31-2599,486946,Karen Wilkerson
B,6267,Carrillo PLC,95014,Kelly Garcia,participant,F,1976-03-17,cut,87059.76122622259,2000-08-01,February 1990,32534492,Gonzales-Kennedy,read,Sim,Lake Michellemouth,PW,720,president,C02,3,5,352,usually,40772,6624,A,Não,202-05-4762,990656,Wanda Downs
B,5263,Nelson-Booker,65576,Kenneth Park,risk,F,1991-10-15,popular,20719.9498866944,2019-03-04,November 2005,44460122,"Hernandez, Williams and Odonnell",pay,Sim,Cooperberg,AR,377,though,A00,3,1,972,hit,61018,6173,A,Não,044-78-5363,512845,James Reed
A,6243,"Doyle, Rice and Burnett",74335,Michael Bailey,factor,M,1950-05-18,letter,83831.0774007147,2002-02-17,March 2002,50837763,Parker Inc,everybody,Sim,East Michael,ID,713,nature,D03,4,6,715,less,23729,8489,B,Sim,501-87-5329,199094,James Edwards
D,2314,Murphy LLC,38387,Amanda Brown,mind,F,1969-04-11,prove,78271.93348071218,2000-10-31,April 2009,94781412,Bryant PLC,Democrat,Sim,Kyleberg,OH,908,total,B01,5,3,684,born,91085,7027,A,Sim,269-80-9993,492023,Lisa Yang
C,6470,"Walker, Moreno and Coleman",78295,John Hall,give,F,1977-03-01,design,24702.581715290802,2004-12-17,September 2021,51616126,Jenkins Group,skin,Sim,Lake Michaeltown,MN,185,wide,C02,1,8,784,whom,22592,3128,B,Sim,665-87-9409,141128,David Watts
D,8965,"Taylor, Brown and Cannon",61896,Amber Sanders,bill,M,1963-12-11,teacher,68962.52093964933,2005-05-26,September 1997,55042760,Yoder and Sons,instead,Não,Hillshire,NH,317,live,C02,4,5,882,be,96578,1917,C,Não,057-16-2114,283584,Nicole Howard
C,7826,"George, Johnson and Collins",83326,Melissa Perez,law,M,1965-05-22,condition,54514.303378232034,2020-04-20,March 2005,50211894,Ward-Hess,without,Não,Woodview,NH,198,develop,D03,5,5,664,note,45323,8087,B,Não,602-54-8801,723910,Michael Miranda
D,8648,Scott-Cameron,35770,Lisa Hawkins,have,F,1957-11-12,increase,9939.181688087445,2009-01-10,May 2020,90653127,Bowman Group,history,Não,South Haleybury,OK,863,interesting,C02,4,7,393,night,14527,2712,C,Não,627-61-7727,134370,Stacy Miller
C,7881,"Collins, Kelly and Lucero",11901,Heather Blair,society,F,1968-12-03,whether,96524.910218186,2023-05-10,July 1979,81894443,Lee LLC,money,Sim,Edwardsberg,GA,558,vote,D03,2,7,590,pretty,88847,7261,A,Não,868-26-6348,158381,David Hart MD
A,8707,Benton-Greene,66574,Christy Mercer,share,F,1982-04-28,camera,70298.05759410061,2021-05-02,January 1996,14513506,Alexander-Wells,this,Não,Port Heather,OR,409,contain,C02,5,6,954,billion,43638,8200,B,Não,307-68-4019,206821,Rachel Scott DVM
D,7100,Banks LLC,86209,William Lindsey,whose,F,1974-07-22,black,35729.0740538485,2001-06-14,June 2022,28159995,"Nelson, Murray and Adams",skill,Não,Holmeshaven,HI,381,remain,A00,2,6,787,hard,62239,5785,C,Sim,759-54-5083,185016,Joshua White
A,7329,"Moreno, Potts and Monroe",44151,James Yang,too,F,1991-09-27,more,8554.976296727487,2001-02-19,March 2015,15559510,Rodgers-Erickson,American,Sim,Karahaven,MP,262,if,B01,5,7,974,create,52472,9095,B,Sim,566-93-9795,314756,Christopher Johnson
C,4404,Davis-Garrett,31931,Kelsey Wheeler,understand,F,1972-03-18,head,27892.398742006226,2021-09-20,June 1993,58983175,Kelly PLC,always,Sim,New Wayne,NJ,236,leg,C02,1,3,739,week,15864,4720,C,Sim,180-07-1231,658509,Brian Manning
D,8908,Riley-Williamson,77467,Elizabeth Anderson,management,M,2000-06-11,everyone,79211.43971060455,2007-12-12,December 1984,41648093,Tucker Ltd,myself,Sim,Port Diamondview,NC,302,pick,C02,1,6,585,box,29271,9846,B,Não,454-52-4817,225708,Melissa Velazquez
C,9603,"Rivera, Tucker and Ramirez",33598,Betty Franco,much,F,1998-10-01,interest,82592.13670093133,2022-08-21,October 1988,84808217,Smith-Frederick,thus,Sim,South Heather,DC,448,able,B01,3,7,352,sell,83933,4533,C,Sim,352-92-2177,277538,Jane Martin
C,2460,Brown-Bennett,19257,Monique Holloway,hard,M,1959-02-24,particular,22786.412331433454,2005-01-30,August 1983,91269505,Waters LLC,order,Sim,Hillbury,CA,476,yourself,C02,4,5,176,near,78019,5814,A,Não,712-83-7033,356921,Lisa Perez
D,4037,Lopez LLC,53049,Mrs. Bethany Morgan MD,message,F,1977-08-29,trip,61167.59730304029,2017-03-31,July 1995,43619622,"Meyer, Martinez and Moon",serious,Não,Lake Jillville,MS,436,charge,B01,2,6,632,various,70912,6810,B,Não,873-09-8871,700068,Kyle Fisher
D,2208,Hill-Rivera,39731,Bridget Robinson,policy,M,1977-08-21,choose,31126.22045096972,2000-06-05,September 1978,27802995,Stanley and Sons,approach,Sim,Lake Regina,VT,429,poor,B01,5,7,557,newspaper,24941,4284,B,Não,665-54-3745,116261,Jasmine Johnson
B,2152,"Fuentes, Ford and Pearson",22401,Mrs. Catherine Rodgers,write,F,1998-10-15,leg,46141.9687165299,2014-05-02,July 2014,27427700,Miller PLC,figure,Não,Morgantown,WV,983,these,A00,3,9,234,alone,38304,9330,C,Sim,722-80-2000,661442,David Castillo
D,6588,Page-Howard,73616,Kathy Cruz,anything,F,2004-10-28,speak,60952.96609397561,2022-01-18,November 1995,32488350,Banks PLC,large,Sim,Port Denniston,NC,583,health,A00,5,2,232,above,91539,8114,C,Sim,360-46-9252,235250,Reginald Day
D,2699,Jefferson-Powers,55739,Gregory Davis,high,M,1979-09-06,society,4482.810712049125,2023-03-19,November 1982,95747374,Rodriguez PLC,senior,Sim,Port Christopher,ID,391,apply,D03,3,10,417,risk,90140,3819,B,Não,862-83-3925,128723,Zachary Coffey
