NOME FUNCIONARIO,CPF,DATA,UNIDADE ATENDIMENTO,NOME PRESCRITOR,CRM,UF CR,TIPO CR,TEMPO,TIPO TEMPO,HORAENTRADA,HORASAIDA,CID,ACEITO,OBSEVAÇAO,ORIGEM,RECEPCAO,ESPECIALIDADE
William Hoover,525-79-1033,1941-01-29,Ramos-Meza,Philip Silva,85151,MP,C,24,Dias,08:22:18,11:39:51,C02,Sim,"Power middle local.
North care rate my return foreign.
Sign seek mouth unit remain cut thus anyone. I give apply situation full group article guy. Local computer thus.",Hospital,Recepção C,Pediatria
Justin Guerrero,514-79-0626,1945-06-21,"Villegas, Gutierrez and Woodward",Brendan Martin,57679,NM,C,16,Anos,03:12:27,04:06:07,B01,Não,"Human operation organization enough challenge. Significant call off. Family wife as threat story.
Fine wear increase drug wait dark. Important opportunity do Democrat direction that project.",Hospital,Recepção A,Ortopedia
Thomas Yates,474-51-9044,1915-12-21,Peters Ltd,Michael Gonzalez,28326,CA,B,16,Dias,00:49:30,03:16:25,C02,Sim,"Discussion say try. Ready mean agency beat figure age. Rise too drug.
Speak question group language land town. Pick ability break president practice heart significant.",Pronto-Socorro,Recepção B,Ortopedia
Tina Gonzalez,043-16-4511,1955-12-30,"Hernandez, Mayo and Taylor",Jonathan Schmidt,41248,CT,C,22,Anos,05:39:23,21:33:18,A00,Sim,Page one soldier certain partner relationship outside resource. Develop big stock although. Poor born her general stand spend.,Clínica,Recepção A,Pediatria
Rodney Smith,740-31-3800,1929-01-20,Fox LLC,Gabrielle Briggs,10114,VI,A,8,Dias,18:11:04,04:07:32,B01,Não,"Investment section letter. Interview reason reality present establish never two.
Parent than face learn. Break alone well. Republican people particular have suggest range general.",Hospital,Recepção A,Ortopedia
Bryan Sandoval,366-67-4415,1937-12-29,"Dodson, Anderson and Greer",James Rice,20366,NY,C,29,Meses,02:23:33,22:26:11,C02,Não,"Executive group piece physical. Stock area seat give.
History number modern. Too according this guess. Might spend defense type allow all.",Pronto-Socorro,Recepção C,Pediatria
Steven Arnold,629-84-8272,1962-08-04,Hernandez Inc,James Garza,62033,IL,A,21,Dias,09:36:44,15:46:57,C02,Não,"Policy station person own almost hear onto sense. Reach case reality space what worker attorney.
Receive people cultural six better price. Down surface behavior reveal. Road bit though sort.",Clínica,Recepção B,Ortopedia
Joshua Spencer,686-57-1030,1908-07-13,Johnston-Moon,Clayton Bell,66059,IA,A,26,Anos,10:03:41,17:46:44,C02,Não,"Learn spring such central wall. Morning lay decade almost. True find PM.
Movie artist owner ok. Town play security employee yourself family magazine. Your possible doctor amount new him.",Clínica,Recepção A,Cardiologia
Paul King,370-18-2617,1954-10-19,"Galvan, Walker and Fowler",Rachel Lopez,67325,NY,C,1,Anos,14:56:32,09:24:35,A00,Não,Trouble find mean hot evening final position. Material return increase dog hear score military. Have kid black available these across national hit. Her how total tonight board three.,Pronto-Socorro,Recepção B,Pediatria
William Jones,303-16-3567,1921-09-02,Curtis LLC,David Lam,96260,PR,B,26,Dias,17:53:45,03:53:17,A00,Não,"Billion surface foot cultural write.
West then very woman after. Item raise central Congress hear money catch.
Maintain foot station who four per challenge third. Decision reduce reveal.",Pronto-Socorro,Recepção A,Ortopedia
Curtis Elliott,620-19-4054,1921-01-16,Medina-Clay,Eric Torres,10301,OK,A,28,Anos,09:53:58,14:31:07,B01,Sim,"Recently country national full prove remember.
Language product final. Live accept half quickly.
Physical throw field rise anyone girl understand. List begin color already detail industry very.",Pronto-Socorro,Recepção A,Ortopedia
Jennifer Sanders,007-96-2198,1969-11-26,Hanna Ltd,Lawrence Ballard,76663,WY,B,20,Dias,09:03:28,23:32:04,C02,Não,"Rate head marriage quite computer always. Machine above run commercial capital give they.
Range behind hand theory. Sign sense someone base specific fine.",Hospital,Recepção A,Pediatria
Warren Thomas,798-92-2013,2006-10-14,Riley Group,Julia Davis,21542,TN,C,4,Dias,01:58:39,13:37:17,B01,Sim,"Production health difficult money professor most student. Majority half recently pull less outside sometimes prepare.
Inside smile bring throw science husband him. Opportunity size trip now activity.",Clínica,Recepção A,Pediatria
Jacob Dalton,237-08-6296,1963-11-22,Stone Ltd,Kathryn Hartman,14616,OK,B,23,Meses,06:03:28,11:06:51,C02,Sim,"Themselves scene American relate reason.
Watch risk task work. Study just behind week. Common particularly off often.",Pronto-Socorro,Recepção C,Ortopedia
Douglas Hanson,470-11-7663,1945-07-13,Jackson-Parker,Sabrina Carter,59261,DE,B,26,Meses,00:44:59,23:37:02,A00,Sim,"Bit claim good five social. Rule military information result most. Left fight that soon only run leader.
Night again forward issue.",Clínica,Recepção B,Cardiologia
Tracey Robinson,806-30-7512,2006-01-07,Cardenas Inc,Andrew Williams,64419,CA,C,17,Anos,21:57:03,18:04:03,B01,Não,Become partner make eat nothing general. Section seven she past control president measure. Plant meeting job investment raise lead word.,Hospital,Recepção C,Pediatria
Troy Wilkins,443-96-5405,1978-12-07,Hardin and Sons,Curtis Chang,25017,OK,C,11,Anos,00:26:36,17:36:26,A00,Sim,"Only impact behind west without. Become player say score test.
Newspaper statement commercial sit. If close contain. Bit cut his because decide method table.",Pronto-Socorro,Recepção C,Cardiologia
Stephen Moore,568-82-1291,2015-11-28,"Vega, Hudson and Evans",Veronica Li,50578,HI,C,8,Meses,03:44:15,04:22:23,B01,Não,"Build air front teach effort however. Process work war matter quickly. View right despite memory.
Onto defense north life health PM draw. Nature network rule away few itself. Move require material.",Hospital,Recepção C,Cardiologia
Dawn Stone,461-12-4788,1984-07-19,Green-Bennett,Kimberly Fernandez,58699,CT,A,2,Dias,06:13:35,00:26:39,C02,Sim,"Participant story not region. Reach guy most of response seat eight.
Meet language reflect partner key. Light blood clear capital TV health whom drug.
Suddenly southern name allow scientist.",Clínica,Recepção A,Ortopedia
Samantha Neal,425-54-5206,2001-01-03,"Brown, Higgins and Hernandez",Lisa Myers,20276,AR,B,15,Anos,20:34:20,16:04:51,C02,Sim,Claim rest game opportunity admit responsibility exist. Determine single hot condition subject. Forget check company attorney many.,Clínica,Recepção C,Cardiologia
Kylie Morton,842-92-8825,1979-01-10,Banks-Sutton,Abigail Smith,51075,ME,A,22,Meses,05:23:28,23:53:59,C02,Sim,"Tax official measure. Stay per clearly decide training shoulder analysis speak.
Responsibility care something. Quite manager let support. Rate consumer firm later.",Hospital,Recepção A,Pediatria
Lucas Vega,270-22-9408,1960-08-03,Hart PLC,Francisco Evans,81559,CA,B,7,Dias,02:19:26,10:00:45,A00,Não,"Democratic hour south professor. Newspaper ten share study. Real particularly investment area prove.
Hold against president difference attention. Law friend once about modern carry.",Clínica,Recepção A,Cardiologia
Daniel Matthews,568-35-6637,1940-10-12,"Lopez, Williams and Edwards",Beth Brown,36930,AK,A,14,Dias,21:16:47,07:55:13,C02,Sim,Increase state describe win hospital computer strategy. Weight eat others off. Commercial fast pay father oil.,Clínica,Recepção B,Pediatria
Dylan Gordon,344-60-0321,1965-09-13,"Lynch, Benitez and Santos",Carolyn Frank,78035,LA,C,1,Anos,00:54:49,10:04:47,B01,Não,"Spring be report candidate. Good bill speech woman pay rock air. Drive size six adult.
City billion draw benefit hotel day move.",Hospital,Recepção C,Pediatria
Christine Marshall,795-46-4212,1977-08-02,"Davis, Campbell and Mcneil",Sandy Jenkins,82821,IN,A,8,Anos,07:34:00,21:16:37,A00,Não,"Cell effect message with.
Major only standard most top. People worker color.
Indicate drop evidence school lose contain. Message team growth across what yeah make.",Pronto-Socorro,Recepção A,Cardiologia
Timothy Adams,285-38-5289,2000-11-15,Jacobs Ltd,Ronald Munoz,23042,PR,C,11,Anos,01:20:55,00:53:30,A00,Não,"More require perhaps fear born. Laugh someone marriage culture away. Still mother sell evening future. Everything item throughout fire small me.
Dream car inside. Include middle person set deal mean.",Clínica,Recepção A,Cardiologia
Andrew Schmidt,155-87-8939,1937-04-04,Weaver-Williams,Randall Foster,33886,MD,A,14,Meses,03:32:55,10:44:57,B01,Não,Candidate situation support meeting wonder. Seat president second test structure language.,Clínica,Recepção C,Ortopedia
Caitlin Scott,607-23-6566,1956-06-16,Haley-Robertson,Robert Price,15304,GA,B,9,Dias,21:20:35,01:06:09,C02,Sim,"Station compare when professor book safe. Most heart herself stop. Give here way.
Board never war agency. Woman home note speak.
Choice with beyond bit. Smile fight form serve big few you effort.",Pronto-Socorro,Recepção C,Cardiologia
Ryan Smith,431-09-8862,2013-01-14,Thompson-Rogers,Caitlin Ingram,81960,KS,A,1,Anos,03:09:16,20:09:41,C02,Sim,Same agent same role case real book. Shake night culture church popular security message. Last attack position reflect across. Add coach interview face culture try.,Hospital,Recepção C,Pediatria
Brian Boyd,559-44-0326,1957-12-13,Carter Inc,Christopher Wall,22064,ME,A,22,Meses,12:46:16,14:39:40,B01,Sim,"Teacher have stuff surface new wait. Pass cut owner see.
Tell expect really respond of situation far. Produce law or two son will.
Exactly use work. Forward knowledge check again.",Hospital,Recepção C,Pediatria
Sarah Armstrong,489-83-0863,1990-05-12,Martinez-Hale,Laura Caldwell,55652,AZ,C,16,Dias,23:34:52,04:54:10,C02,Não,"Or scientist marriage apply nice stuff heavy. Development help front. Become check realize sell should democratic.
Process stock career at cause area. Season car participant left challenge program.",Pronto-Socorro,Recepção C,Cardiologia
Emily Anderson,580-96-8078,1908-11-16,Moon and Sons,Paul Brown,26856,MO,B,28,Dias,14:32:15,18:00:11,A00,Sim,"Arm age never indeed.
Institution like sport every military. Four crime hold wall.
Prepare style information environmental. White poor piece return relationship raise eye break.",Hospital,Recepção B,Cardiologia
Phillip Hughes,691-38-3681,1987-02-21,Davenport-Reynolds,Natalie Garcia,76527,MN,A,18,Anos,04:22:57,08:56:09,C02,Não,"Simply voice president everyone against customer serious. No in change choose discover.
Record no left fear method drug. Party leave understand measure paper under.",Hospital,Recepção C,Cardiologia
Robert Cunningham,541-63-9788,1918-12-01,Blevins Inc,Mario Miller,88459,NH,C,6,Meses,20:09:53,16:59:39,A00,Sim,If head yet action seem role. Buy think since democratic. Feel wife record cell.,Hospital,Recepção B,Cardiologia
Jacqueline Lane,796-78-0794,2014-07-31,Reed-Flores,Barry Stout,90415,MT,B,26,Anos,00:55:57,14:15:05,B01,Não,Away help special star message painting else. Near visit space sure provide life simply.,Clínica,Recepção C,Cardiologia
Kenneth Hodge,207-90-1349,1984-12-17,"Burns, Anderson and Rice",Michelle Fernandez,38815,AL,C,5,Meses,21:23:45,16:25:42,A00,Sim,Computer huge event just Republican research. Industry science us.,Clínica,Recepção C,Pediatria
Mary Rios,338-73-0451,1943-06-21,Perkins LLC,Deborah Molina,73960,AK,A,3,Meses,19:22:39,20:59:22,B01,Sim,"Behavior the front go buy program. Recognize yeah be grow set.
Before argue consider. Exactly song in night wait project. Particularly floor group them station tell receive.",Hospital,Recepção C,Pediatria
Lisa Martin,228-76-0657,2001-11-18,Powell-Lowe,Nathaniel Sanchez,57511,GU,B,23,Anos,16:23:56,19:44:31,B01,Sim,"Newspaper different magazine goal trouble. Who value simply. Size chance world society. Human similar hand.
Town sense food. Contain clearly begin still note same.",Hospital,Recepção B,Ortopedia
Cindy Davis,735-65-3554,1978-12-15,Burgess-Riggs,Timothy Huff,15876,WV,C,14,Dias,05:19:43,04:35:48,A00,Sim,"Entire positive as future they.
Commercial two health prove where. For chance figure identify simply represent race. Region letter situation. Difficult according step near how cost.",Hospital,Recepção B,Pediatria
Paul Garcia,575-02-3794,1964-10-09,Clark-Knight,Jeremy Cook,20266,NE,A,23,Anos,14:51:12,06:11:31,A00,Não,Strategy interesting result future. Collection try figure skill. Yard heart ten rest expert specific kitchen despite.,Pronto-Socorro,Recepção C,Pediatria
Tracy Smith,594-57-5583,1921-07-05,"Wright, Rich and Hayes",Lisa Suarez,34838,WV,B,28,Meses,05:01:17,03:30:47,B01,Não,Everybody affect activity seat prevent ahead off value. Result some reduce. Memory listen take pretty. Management red buy move game this piece.,Clínica,Recepção B,Pediatria
Mallory Garner,607-09-2618,1934-09-13,Evans-Curry,Jennifer Fernandez,98856,CO,B,5,Dias,07:54:46,09:15:44,A00,Não,"Friend billion most choose decade them be many. Figure type report attack. Idea different as control war nation. Understand question have have.
Its law same environment manager across.",Clínica,Recepção A,Cardiologia
Raymond Obrien,187-24-1113,2021-03-08,"King, Howell and Grant",Lindsey Middleton,96195,GA,A,13,Meses,23:55:29,17:13:51,B01,Sim,Seven main seat most find none. Evening reveal remain news. Trade figure find country road. Training eight food political form environment you.,Hospital,Recepção C,Ortopedia
Justin Boyd,041-26-4031,1976-01-08,Garrett-Nicholson,Michelle Alvarez,18054,MP,B,16,Anos,19:43:20,21:34:23,C02,Não,Business reflect get maintain under. Service job law environmental others up under water. Ten us reveal argue wide perform.,Hospital,Recepção B,Cardiologia
Latasha Baxter,432-50-8501,1957-02-27,Sullivan LLC,James Wright,73148,PR,A,3,Meses,16:27:46,13:33:12,C02,Não,"At country happen full. Worry game special media floor amount your above.
Such response foreign campaign world suffer. Impact gas bed fall.",Pronto-Socorro,Recepção B,Cardiologia
Amy Nichols,685-87-1016,1965-12-05,"Miller, Smith and Manning",Cindy Saunders,22229,MN,B,28,Anos,23:48:10,11:32:14,C02,Não,Bring he back worry. Suddenly beyond open answer religious firm center. Resource pass sit nearly foreign.,Clínica,Recepção C,Ortopedia
Peggy Shields,607-69-0859,2021-06-03,Smith-Zavala,William Reid,80182,AZ,B,10,Anos,21:44:43,02:53:30,B01,Sim,Think deep opportunity commercial tough process. Which late poor industry budget suddenly field. Trip something traditional cultural skill them.,Pronto-Socorro,Recepção B,Pediatria
James Rodriguez,718-90-7295,2013-01-10,Johnson-Cooper,Bradley Richardson,73477,VT,A,1,Anos,17:31:50,00:14:51,A00,Não,"Yet speech other. Certain interesting sign professor respond hand.
Music water image magazine next. Question huge story look.",Pronto-Socorro,Recepção C,Pediatria
Katie James,780-11-2203,1933-08-14,"Berry, Myers and Phelps",Bryan Carroll,58804,NY,B,2,Dias,13:30:08,06:31:20,C02,Não,"Plant management cold religious people put expect type. Stock guy measure huge determine.
Southern customer land region baby accept Congress. Exactly after there future prove.",Clínica,Recepção A,Pediatria
Jamie Williams,248-56-9627,1983-07-09,"Petersen, Mathis and Cline",Michael Lawrence,75439,MN,A,10,Meses,03:23:10,00:13:27,C02,Sim,Your crime action crime hour build unit. Sell your ten win face sure both data.,Clínica,Recepção A,Cardiologia
Wanda Brown,475-87-1535,2009-03-05,Johnston Inc,Kimberly Brown DDS,17186,CO,B,28,Meses,01:56:10,15:30:49,B01,Não,"Must option treatment tree pull summer. Find develop movie view school foot ability look. Become course whole gun suddenly.
Call develop nor choose appear. Our carry story music.",Hospital,Recepção A,Cardiologia
Angela Burke,775-35-5448,1950-12-08,Maldonado-Rowe,Jesse Brown,77860,GU,B,29,Meses,09:23:34,10:39:38,B01,Sim,Shoulder represent do ability share create. Dog exactly structure drop you.,Clínica,Recepção C,Cardiologia
Allison Wong,035-45-0570,1953-10-22,"Lewis, Robbins and Fleming",Rodney Decker,42727,TN,A,18,Anos,17:09:19,02:23:13,A00,Sim,"Probably natural community thousand. Team main forward paper now.
Forward Mr accept letter meet experience. Work good response coach away. Range question short she environmental.",Hospital,Recepção B,Pediatria
